active,additionalInfoLink,archiveDate,archiveType,award,baseType,classificationCode,description,fullParentPathCode,fullParentPathName,links,naicsCode,naicsCodes,noticeId,officeAddress.city,officeAddress.countryCode,officeAddress.state,officeAddress.zipcode,organizationType,placeOfPerformance,placeOfPerformance.city.code,placeOfPerformance.city.name,placeOfPerformance.country.code,placeOfPerformance.country.name,placeOfPerformance.state.code,placeOfPerformance.state.name,placeOfPerformance.streetAddress,placeOfPerformance.streetAddress2,placeOfPerformance.zip,pointOfContact,postedDate,resourceLinks,responseDeadLine,solicitationNumber,title,type,typeOfSetAside,typeOfSetAsideDescription,uiLink
Yes,,2026-06-13,autocustom,,Solicitation,Z2KA,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=82a704c44ec34a4c9d2a0a9bb67d8d40,021.2100.USACE.SWD.W912BV,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTHWESTERN.W076 ENDIST TULSA,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=82a704c44ec34a4c9d2a0a9bb67d8d40&limit=1'}]",237990,['237990'],82a704c44ec34a4c9d2a0a9bb67d8d40,TULSA,USA,OK,74137-4290,OFFICE,,,,,,,,,,,"[{'fax': None, 'type': 'primary', 'email': 'ryan.j.kelly@usace.army.mil', 'phone': '9186697279', 'title': None, 'fullName': 'Ryan Kelly'}, {'fax': None, 'type': 'secondary', 'email': 'rudolfo.j.morales.civ@mail.mil', 'phone': '9186697275', 'title': None, 'fullName': 'Rudolfo Morales'}]",2025-06-13,,2025-07-15T14:00:00-05:00,W912BV25RA002,"Elk City Gate Repairs, Montgomery County, Kansas",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/82a704c44ec34a4c9d2a0a9bb67d8d40/view
Yes,,2025-07-17,auto15,,Solicitation,Y1PZ,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=827a03ac230f4ca0a7bc43ae3cc5e793,014.1422.140L26,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.IDAHO STATE OFFICE","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=827a03ac230f4ca0a7bc43ae3cc5e793&limit=1'}]",238990,['238990'],827a03ac230f4ca0a7bc43ae3cc5e793,BOISE,USA,ID,83709,OFFICE,,22960,Dubois,USA,UNITED STATES,ID,Idaho,,,83423,"[{'fax': '2083733949', 'type': 'primary', 'email': 'hmcbride@blm.gov', 'phone': '2083733993', 'title': None, 'fullName': 'McBride, Heather'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/171da433210a47a3998dcf8c110d3099/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/837f9701ba524aa3b2e3ce0974d4c3df/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9a4baaa2b0614d9489993f855966a458/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/adb31351aa86403c97fd0d7c38dba1ca/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fc8a0cd633c64b01bb7c7e2ea8e7befd/download']",2025-07-02T17:00:00-06:00,140L2625Q0052,Indian Creek Fence Construction,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/827a03ac230f4ca0a7bc43ae3cc5e793/view
Yes,,2025-07-02,auto15,,Solicitation,5350,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=8206b118d615413084d732c10afcf384,097.97AS.DLA MARITIME.DLA MARITIME SHIPYDS.SPMYM2,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME SHIPYARDS.DLA MARITIME - PUGET SOUND,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=8206b118d615413084d732c10afcf384&limit=1'}]",327910,['327910'],8206b118d615413084d732c10afcf384,BREMERTON,USA,WA,98314-5000,OFFICE,,64365,Silverdale,USA,UNITED STATES,WA,Washington,,,98383,"[{'fax': '', 'type': 'primary', 'email': 'armando.saya@dla.mil', 'phone': '3855911078', 'title': None, 'fullName': 'Armando Saya'}]",2025-06-13,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/03a6c25689a34b249be185086424206f/download'],2025-06-17T10:00:00-07:00,SPMYM225Q1978,GX3 GARNET ABRASIVE,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/8206b118d615413084d732c10afcf384/view
Yes,,2025-12-31,autocustom,,Solicitation,Z1LB,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=7ca1752ba87348249196088b716d24df,021.2100.USACE.NAD.W912DR,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.W2SD ENDIST BALTIMORE,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=7ca1752ba87348249196088b716d24df&limit=1'}]",237310,['237310'],7ca1752ba87348249196088b716d24df,BALTIMORE,USA,MD,21201-2526,OFFICE,,,,,,,,"Various roads within the Raystown Lake Project in Huntingdon County, PA",,16647,"[{'fax': None, 'type': 'primary', 'email': 'rosemarie.e.rollins@usace.army.mil', 'phone': '410-962-3529', 'title': None, 'fullName': 'Rosemarie Rollins'}, {'fax': None, 'type': 'secondary', 'email': 'brian.l.richardson@usace.army.mil', 'phone': '4109624152', 'title': None, 'fullName': 'Brian Richardson'}]",2025-06-13,,2025-06-16T11:00:00-04:00,W912DR25Q0018,Raystown Gravel Road Maintenance,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/7ca1752ba87348249196088b716d24df/view
Yes,,2025-07-01,auto15,,Solicitation,V212,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=77d92679ad3843bd8715a5c8f848624f,021.2100.AMC.ACC.ACC-CTRS.ACC RI.W519TC,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC RI.W6QK ACC-RI,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=77d92679ad3843bd8715a5c8f848624f&limit=1'}]",485410,['485410'],77d92679ad3843bd8715a5c8f848624f,ROCK ISLAND,USA,IL,61299-0000,OFFICE,,65078,Rock Island,USA,UNITED STATES,IL,Illinois,,,61299,"[{'fax': '', 'type': 'primary', 'email': 'rhonda.k.ludwig.civ@army.mil', 'phone': '', 'title': None, 'fullName': 'Rhonda Ludwig'}, {'fax': '', 'type': 'secondary', 'email': 'mark.f.wells4.civ@army.mil', 'phone': '', 'title': None, 'fullName': 'Mark Wells'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/363e0967f5254f4c83d46d1fcae385d5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6d2f919b7eea433197c40fb1e8e74fbf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c958d0906ae14c7e9c3a338532194dbc/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cd4544cf84234127acee15f7185979f5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d276497fb0804804bd0da36a557a00e6/download']",2025-06-16T16:00:00-05:00,W519TC-25-Q-A009,School Bus Transportation,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/77d92679ad3843bd8715a5c8f848624f/view
Yes,,2025-07-08,auto15,,Solicitation,7B20,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=77ca7948c4474ec18a0bb8367be43a7a,070.7022.70FA50,"HOMELAND SECURITY, DEPARTMENT OF.FEDERAL EMERGENCY MANAGEMENT AGENCY.NATIONAL CONTINUITY SECTION(CON50)","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=77ca7948c4474ec18a0bb8367be43a7a&limit=1'}]",541519,['541519'],77ca7948c4474ec18a0bb8367be43a7a,BERRYVILLE,USA,VA,22611,OFFICE,,0,St George,USA,UNITED STATES,VA,Virginia,,,20135,"[{'fax': '', 'type': 'primary', 'email': 'Anatiah.utleyhorton@fema.dhs.gov', 'phone': '2024650347', 'title': None, 'fullName': 'Anatiah Utley-Horton'}, {'fax': '', 'type': 'secondary', 'email': 'erin.cotter@fema.dhs.gov', 'phone': '3019808545', 'title': None, 'fullName': 'Erin Cotter'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/45a33e52635c4336bc43a20304fc486f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/57c2fa6812b84b9b966a6a88437fe311/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/623af66aaade4608919a33d6695caa26/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/80deea39c3354509a25c8f7bf0a7248d/download']",2025-06-23T09:00:00-04:00,WX03007Y2025T,FEMA - MWEOC CISCO IVR 5 - Year License Renewal,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/77ca7948c4474ec18a0bb8367be43a7a/view
Yes,,2025-07-17,auto15,,Solicitation,Y1LB,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=771b124c05d34543827c3cdb3ab566df,014.1443.140P81,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.PWR LAME(81000)","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=771b124c05d34543827c3cdb3ab566df&limit=1'}]",237310,['237310'],771b124c05d34543827c3cdb3ab566df,BOULDER CITY,USA,NV,89005,OFFICE,,,,,,,,,,,"[{'fax': None, 'type': 'primary', 'email': 'Michelle_Bennett@nps.gov', 'phone': None, 'title': None, 'fullName': 'Bennett, Michelle'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/02d3d07f486141768088e3223503520e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/134c3063bc7543628b8f07c7abf822ac/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/20fcd5ca503e4b1fac731d1dd92e051f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/26cc031560b44c02a05bd1e5f8606368/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3d512283430f43bc932f3ecc298d47f4/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/535c8b9832e94ad4bbd7de41a7517d5d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/578079d44ea84359b6b1b18b23d3bcb8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8020d963439d45cba462ba8e8e29ef3d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/980c8ec5311243389d46cdb4765d9a22/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9c21775b87cb47b695e7e1bb00c537dd/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a0d2df3226f547c8b4413ca45a727e74/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b8078f5c3a7e460288b83a0936ae60c5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c825dfbb6cb14b7c86b376651a74572d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cc7df16b7cc44652ac61683e5e8f3b90/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cea05330bf274141a97663a078b24d11/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d7fa8b5bc2744f469997f796819edde8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f08bd39428ee4e3fad2cfc10168f0998/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f4a64e8e15674087afd1879e8fb6c0dd/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fdfb9ca73c9d4893ba3622dd44e8277f/download']",2025-07-02T13:00:00-07:00,140P8125B0002,Y--Repave Willow Beach Road,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/771b124c05d34543827c3cdb3ab566df/view
Yes,,2025-07-15,auto15,,Solicitation,J063,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=7578fafd89044916b1b1c78dcb6bb51a,057.5700.AETC.FA3022,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR EDUCATION AND TRAINING COMMAND.FA3022 14 CONS LGCA,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=7578fafd89044916b1b1c78dcb6bb51a&limit=1'}]",334290,['334290'],7578fafd89044916b1b1c78dcb6bb51a,COLUMBUS,USA,MS,39710-0001,OFFICE,,15380,Columbus,USA,UNITED STATES,MS,Mississippi,,,39705,"[{'fax': '', 'type': 'primary', 'email': 'carlius.bankhead@us.af.mil', 'phone': '6624343292', 'title': None, 'fullName': 'Jaelin Bankhead'}, {'fax': '', 'type': 'secondary', 'email': 'willie.common.1@us.af.mil', 'phone': '6624347780', 'title': None, 'fullName': 'Willie Common'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7b426f1fa133479c847842345602805f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/88beecd89c0e4fdaad62ecfe3439fc3a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/89b0652c5a1240028a6905d4786459ea/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d408665ca2f546d4871e3e2343a8c667/download']",2025-06-30T14:00:00-05:00,FA302225R0009,First-In Alert Maintenance,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/7578fafd89044916b1b1c78dcb6bb51a/view
Yes,,2025-07-02,auto15,,Solicitation,J041,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=737d8bc2315947869509572aebfca869,070.7008.70Z084,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.LOG-9","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=737d8bc2315947869509572aebfca869&limit=1'}]",561790,['561790'],737d8bc2315947869509572aebfca869,NORFOLK,USA,VA,23510,OFFICE,,10015,Buzzards Bay,USA,UNITED STATES,MA,Massachusetts,,,,"[{'fax': '', 'type': 'primary', 'email': 'Maeve.M.Schaeffer@uscg.mil', 'phone': '', 'title': None, 'fullName': 'Maeve Schaeffer'}, {'fax': None, 'type': 'secondary', 'email': 'AXEL.F.DOODY@USCG.MIL', 'phone': None, 'title': None, 'fullName': 'AXEL DOODY'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/35485733acd74f569ac254560d221424/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/43500fa84a7a4ebb8234d18abd74dd7d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5ea9aee42ac34ea2b5d242b5884ad8d1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5f57c4eac65c45a99e42d681cd0bd956/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/67ca0396cf944e59a046124e694673dd/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6968c722a25b43119f21416463a24ab2/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9aa3e070e78d492d961ac49e724c19ce/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b1b74cefcf8a4877bfc2acf43cd1b8ab/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b731cd2d4e124f7b85de07967713f2a0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bd0dde4b718742b29408bd9abe683a88/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d38482ef35714350a5955e99b87707e2/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e478d0c1b4f74acbb4581522bbb43700/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f2297437c01b4f85baa419941f9b172c/download']",2025-06-17T18:00:00-04:00,70Z08425QDL950012,HVAC Cleaning Services - Cape Cod,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/737d8bc2315947869509572aebfca869/view
Yes,,2025-10-01,autocustom,,Solicitation,G004,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=7046f411e47c4ab5a56a75ec141fcf1c,015.1540.15BCTS,"JUSTICE, DEPARTMENT OF.FEDERAL PRISON SYSTEM / BUREAU OF PRISONS.COMMUNITY TREATMENT SERVICES - CO","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=7046f411e47c4ab5a56a75ec141fcf1c&limit=1'}]",621420,['621420'],7046f411e47c4ab5a56a75ec141fcf1c,WASHINGTON,USA,DC,20534,OFFICE,,11000,Buffalo,USA,UNITED STATES,NY,New York,,,14202,"[{'fax': '', 'type': 'primary', 'email': 'kacannon@bop.gov', 'phone': '2025986137', 'title': None, 'fullName': 'Kathaleen Cannon'}, {'fax': '', 'type': 'secondary', 'email': 'r1carroll@bop.gov', 'phone': '2025986124', 'title': None, 'fullName': 'Robert Carroll'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/07ac1c699a974730ac7cadcc362178bf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1f28a1e5454440fa8b1c4c7755023ad1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/63a9a85a73a543d09a00f19088308a32/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/826c1d27ac2c432ca2625ef03419b971/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/82c9dd429d0b4a98850ec9af855d9e6e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/be165e1a8ab84e798ee9880350956f0b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cfaa58532ac54f1aa3be5d8ac6ff750f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d721ace14c734c75a857aa24f43ed2c6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e6ba537067ab47e891a7b0cf073e8070/download']",2025-07-14T14:00:00-04:00,15BCTS25Q00000004,"Community-based Outpatient Substance Use Disorder, Mental Health, and Sex Offender Treatment Services in Buffalo, NY",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/7046f411e47c4ab5a56a75ec141fcf1c/view
Yes,,2025-07-28,auto15,,Sources Sought,J078,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=6d1018dbcd934f898f0ee1a8ab892d9a,057.5700.ACC.FA4800,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR COMBAT COMMAND.FA4800  633 CONS PKP,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=6d1018dbcd934f898f0ee1a8ab892d9a&limit=1'}]",811310,['811310'],6d1018dbcd934f898f0ee1a8ab892d9a,LANGLEY AFB,USA,VA,23665,OFFICE,,35000,Hampton,USA,UNITED STATES,VA,Virginia,,,23668,"[{'fax': '', 'type': 'primary', 'email': 'leonardo.acevedo@us.af.mil', 'phone': '7572259876', 'title': None, 'fullName': 'SSgt Leonardo Acevedo'}, {'fax': '', 'type': 'secondary', 'email': 'matthew.gregg.3@us.af.mil', 'phone': '7577649059', 'title': None, 'fullName': 'Matthew Gregg'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/23cfbe112f1649c78e867283f9cc953b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3a5976a1dc2041ccb99e106afd1c56a4/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/43678e1fae9e4faab0a5fb658bbc5735/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ad9f340a7f0d4554a905e5cc1275644b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bd1125520c1047ba8d349d43986e2585/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f9123a49d8cd4c63855f9b788187b748/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f9728580af344fb4a27ec13dfc3ea0db/download']",2025-07-13T16:30:00-04:00,FA4800-25-Q-A087,Joint Base Langley - Eustis Fitness Equipment Maintenance,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/6d1018dbcd934f898f0ee1a8ab892d9a/view
Yes,,2027-07-09,autocustom,,Solicitation,Z2AZ,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=6be44f2b60be4b4fabb3a17e471646c1,021.2100.W56H7V,DEPT OF DEFENSE.DEPT OF THE ARMY.W6QM MICC,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=6be44f2b60be4b4fabb3a17e471646c1&limit=1'}]",238320,['238320'],6be44f2b60be4b4fabb3a17e471646c1,FORT SAM HOUSTON,USA,TX,78234-5015,OFFICE,,0,North Lakewood,USA,UNITED STATES,WA,Washington,,,98433,"[{'fax': '', 'type': 'primary', 'email': 'scott.a.byrd.civ@army.mil', 'phone': '5207148554', 'title': None, 'fullName': 'Scott Byrd'}, {'fax': '', 'type': 'secondary', 'email': 'angela.k.chaplinski.civ@army.mil', 'phone': '5207148581', 'title': None, 'fullName': 'Angela K. Chaplinski'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1357d852650441488a37860b4523a0af/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/26667579f74145538eef7df4b28995d1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/27f3cefc587f4a0c99ece9801399ba1f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6460443c48b149729f44f927d05aee4f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/66fceffcbc7b46ab9fdf5e72a305688e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/92bd45bedc4d4c1cb10439263f4ec1d1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/95f36ed59499425d8486f1a2c929e639/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a3080faf0372493fbf92c63216ae3edb/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ba8b4b5dfc804b288b9b08386a80d70f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bfb64f7df92f44d7ab91977ebe754b4d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c90c9233b5e740e89a2a3b5384ffcd42/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d0bb10f90d844f2d871ec6a51d7c3ca7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d0e35fa868534debb2e19927a1c8c6a5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d65540837ee048428068a5785ba47c4e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d7491eae015a41fa80c9501fdfaa3ca8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dd1711a697c24fd5a33923656698a1ee/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f9665e4142294aea852ba58bd1daaa44/download']",2025-07-09T13:30:00-07:00,W911S825BA015,Solicitation for Protective Coatings,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/6be44f2b60be4b4fabb3a17e471646c1/view
Yes,,2025-07-04,auto15,,Solicitation,4010,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=6bad48088c80499991d321ac076bb1f6,021.2100.USACE.MVD.W912EK,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.W07V ENDIST ROCK ISLAND,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=6bad48088c80499991d321ac076bb1f6&limit=1'}]",332618,['332618'],6bad48088c80499991d321ac076bb1f6,ROCK ISLAND,USA,IL,61299-5001,OFFICE,,59000,Peoria,USA,UNITED STATES,IL,Illinois,,,,"[{'fax': '', 'type': 'primary', 'email': 'eric.j.gaul@usace.army.mil', 'phone': '3097945093', 'title': None, 'fullName': 'Eric J. Gaul'}, {'fax': '', 'type': 'secondary', 'email': 'Nicholas.M.Moore@usace.army.mil', 'phone': '', 'title': None, 'fullName': 'Nicholas Moore'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/09fcf172ace44625aea5368f17f4d486/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/77fe243bcb0747ebad6a6d6158fa7f9b/download']",2025-06-19T14:00:00-05:00,W912EK25R0023,ILWW Wire Rope Supply,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/6bad48088c80499991d321ac076bb1f6/view
Yes,,2025-07-12,auto15,,Sources Sought,5342,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=6aff568643844615a1c7c3c192e66018,017.1700.NAVSEA.NAVSEA WARFARE CTR.N63394,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.COMMANDING OFFICER,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=6aff568643844615a1c7c3c192e66018&limit=1'}]",332322,['332322'],6aff568643844615a1c7c3c192e66018,PORT HUENEME,USA,CA,93043-5007,OFFICE,,,,,,,,,,,"[{'fax': '', 'type': 'primary', 'email': 'demi.g.degarmo.civ@us.navy.mil', 'phone': '', 'title': None, 'fullName': 'Demi DeGarmo'}, {'fax': '', 'type': 'secondary', 'email': 'brian.a.carpenter14.civ@us.navy.mil', 'phone': '', 'title': None, 'fullName': 'Brian Carpenter'}]",2025-06-13,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ed6333ad06104860ae1630387520e4e5/download'],2025-06-27T15:00:00-07:00,25-SIMACQ-D30-0034,Jonathan Slides,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/6aff568643844615a1c7c3c192e66018/view
Yes,,2025-07-29,auto15,,Presolicitation,DA10,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=67c3be2d11ba432ba866407941fd26a1,014.1450.140A23,"INTERIOR, DEPARTMENT OF THE.BUREAU OF INDIAN AFFAIRS.INDIAN EDUCATION ACQUISITION OFFICE","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=67c3be2d11ba432ba866407941fd26a1&limit=1'}]",611710,['611710'],67c3be2d11ba432ba866407941fd26a1,Albuquerque,USA,NM,87104,OFFICE,,,,,,,,,,,"[{'fax': None, 'type': 'primary', 'email': 'michelle.nahlee@bie.edu', 'phone': None, 'title': None, 'fullName': 'Nahlee-Marshalek, Michelle'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0e0813ce944f484ab01e479e559cf7ab/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/10b979747c234b9f9f5ca7e8db00bee9/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8c8c11eb66f649788bfdebe8e115afe5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e7e065baeff24db4aa76cf806ea57fe2/download']",2025-07-14T15:00:00-05:00,140A2325Q0147,eTEXTBOOK/TEXTBOOK SERVICES,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/67c3be2d11ba432ba866407941fd26a1/view
